,fallacy_reason,fallacy_type,n_supporters,premise_content,premise_type,title,url
7972,,None,1,A Zygote is only a fertilized egg.  If it passes through without adhering to the uterine wall pregnancy will not occur.  Is this to be considered a death?  Choosing the fertilization of the egg as the start of life is both arbitrary and uninformed. ,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7973,,None,2,"But does a kidney go on to become a walking, talking, and conscious human being?",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7974,,None,1,"Giving someone your kidney could save their life, meaning your kidney effectively turned into a walking, talking and conscious person. A fetus that has not experienced life yet is arguably not equal.",because,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7975,,None,1,"Being a human is not contingent on being sentient, and scientists have determined that fetuses are sentient by at least week eight.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7976,,None,1,"To be living, one must have life. One of the seven characteristics of life accepted by science is the capability to reproduce either sexually or asexually. Clearly neither an embryo nor a fetus is capable of meeting this criterion, nor for that matter are young children.",because,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7977,,None,2,"If you view embryos and feti as ""alive"", their relationship to their mothers can only be described as parasitic. Human beings are not parasitic, as they do not live in or on another living being. Therefore embryos and feti can't be human beings.",however,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7978,,None,1,"I already explained this, the definition provides that as long as enough adult humans are capable of reproducing at a rate to maintain sustainability, human adults are ""alive""... To refute your point though, and I hate being ""that"" guy... Read my reference here...",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7979,,None,1,"If you read the above arguments, then that is absolutely what that says. Human beings aren't animal parasites, young children and infants are still parasites, in this case the are obligate animal, parasites, relying on another animal host (adults) for sustenance, and commensalistic travel.",because,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7980,,None,2,"No morals are universal. For example. In the Christian bible.. ezekial 9:5-7 the people are ""justified"" in murdering all the women and children because God said to. 
Certain New Guinea tribes would, on occasion cook and eat a fellow human. It was okay for them. Morals are what we make them.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7981,,None,1,"Children have different rights under law than adults. Unborn humans should be different as well.  A parent makes decisions for their children, they should therefore also be able to decide to end a pregnancy if they decide being born would be a negative experience for the child for any reason.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7982,,None,7,Allowing children to be born and grow up in an environment that cannot support them is ultimately worse than removing a fetus which is not sentient yet.,however,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7983,,None,2,This justifies killing a toddler if it could potentially have a hard life.,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7984,,None,1,a toddler can be shifted to a new environment; a fetus cannot until it becomes a toddler. ,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7985,,None,1,"Scientists and child psychologists absolutely are capable of predicting the quality of life of a child, considering race, socioeconomic bracket, education of parents and environment.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7986,,None,4,"Law is a system of rules that are enforced through social institutions to govern behaviour. Therefore, law is exactly an attempt to force everyone to make choices based on what society wants.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7987,,None,6,"A zygote is not a human being. A zygote is a single cell which is incapable of survival without external support. The definition of human can be contentious, but a zygote does not have a nervous system, cardiovascular system, functioning organs or tissues, or even differentiated cells.",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7988,,None,1,Letting ignorant people die during unsafe abortions is unethical. Not teaching birth control is unethical. ,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7989,,None,1,It is irrelevant because many countries today have fertility rates insufficient to mantain their own deficitary social security systems. The rising cost of retirements takes away much more money than both costs mentioned by you. The public debt per capita is growing even where abortion is illegal.,but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
7990,,None,1,"Most laws regarding murder, rape etc. are regarding issues seen as black and white in todays society. The vast, vast majority of people see rape as morally wrong, but the same cannot be said for abortion. ",but,Abortion should be illegal.,https://en.arguman.org/abortion-should-be-illegal
